root_news,label
"Hi, if you or anyone you know has hepatitis B virus infection, please read this.

I am not sure you've heard this, but something very interesting and hopeful is happening in treatment of chronic hepatitis B virus (HBV) infection.

After kicking the Hepatitis C Viruses (HCV) rear end and grabbing a Nobel Prize in the process, the medical research community has been focusing on deleting this real tough virus - the HBV that affects millions worldwide and cause liver failure, cirrhosis, and liver cancer as well as other types of cancers.

HBV is far more difficult to cure than HCV because this little (but very smart) bugger integrates into the human liver cell DNA while HCV virus just reproduces and party outside on the home lawn, i.e., outside the nucleus (within cytoplasm part of the cell) and its easy to just call the cops (direct acting antivirals) and get them off the grass. But HBV is deep inside the house, much inside the second level basement and also in the attic and hidden. So cops wont always find them and they stay right at home, damaging it from inside.

And now, looks like the first rays of the light at the end of a very long and dark tunnel are here.

Bepirovirsen, a new drug developed by the biotechnology company Ionis Pharmaceuticals in association with GSK (GlaxoSmithKline) Inc is now granted US FDA Fast-Track Status because initial studies show that the drug could be a major player in providing a functional cure for people chronically infected with hepatitis B virus infection

For the importance of ""functional cure"" we must know few clear aspects in hepatitis B related treatments. Not all patients require treatment for HBV infection. 

To oversimplify: Some who are in specific categories - such as those with signficant liver fibrosis, stable and unstable cirrhosis, liver failure due to HBV infection (acute infection or reactivation), those with liver cancer or high risk of liver cancer, pregnant women with high viral load (virus DNA in blood) and those on other treatments such as chemotherapy or immunosuppression (to prevent virus reactivation) require HBV treatment.

There are 5 types of treatment goals
Viral suppression - that is reducing the virus DNA in blood (very easily done with current therapies like Tenofovir alfenamide)

Partial cure - sustained virus replication control (happens only in <20% when they are off medicine, so need to continue long term medicine, like Tenofovir)

Functional cure - virus DNA is not detectable and HBsAg (the surface antigen marker of infection) also becomes non-reactive and patients attain antibodies to HBV (that is anti-HBs becomes positive) - not fully achievable with current medications like Tenofovir or Entecavir (happens, but only in <10% in very very long term - like sometimes, a lifetime)

Complete cure - elimination of integrated viral particles in the liver cell nucleus (called cccDNA) but there will be some persistence of integrated DNA (not acheivable, very tough with current medications)

Sterilizing cure - elimination of all viral particles, including all integrated viral particles (not achievable with any drug at present or in the near future)

At present we are stuck at partial cure since decades. But now, with the advent of Bepirovirsen, we are slowly moving into the realm of a ""functional cure.""

Bepirovirsen is an antisense oligonucleotide (ASO) - one that messes up the virus messenger RNA pathways, and is the only single agent in phase 3 development that has shown the potential to achieve clinically meaningful functional cure response when combined with current oral medicines such as Tenofovir. 

Bepirovirsen inhibits the replication of viral DNA in the body, suppresses the level of hepatitis B surface antigen (HBsAg) in the blood, and stimulates the immune system to increase the chances of a durable and sustained response of viral clearance from our bodies. This is just brilliant and beautiful.

Bepirovirsen is also being investigated as a potential backbone therapy in future sequential regimens to pursue functional cure in a broader population of patients with chronic HBV infection.

This is big and could be a huge relief for many patients sufferring from chronic HBV infection and on long term current medications.

I hope we get to see more such developments for HBV infection and inch closer to that complete cure someday. Medical science will take us there. Dont worry, be happy.

PS: Also remember the name: Dr. Man-Fung Yeun (this man has been the biggest pain in the a** for HBV and a brilliant asset for the liver patient community) and this new drug is also thanks to his major works on treatment of HBV infection.

Sources: 
Investigational Hepatitis B Therapy is Granted FDA Fast-Track Status
https://t.co/nDI1gJgvj6

Efficacy and Safety of Bepirovirsen in Chronic Hepatitis B Infection
https://t.co/36eH2yIzNH 

A Modern Therapy for an Ancient Disease
https://t.co/ojoh7tE1QB",0
"BEST TIPS TO PREVENT ALL VIRAL HEPATITIS INFECTIONS

1. Get vaccinated for Hepatitis A and B.

2. Use clean and safe drinking water.

3. Practice good hand hygiene, especially before eating.

4. Avoid sharing needles or other drug paraphernalia.

5. Use barrier protection (like condoms) during sexual activity

6. Ensure safe blood transfusions and medical procedures

7. Avoid sharing personal items like razors or toothbrushes

8. Repost",0
"HEPATITIS B (comprehensive)

Did you know that Hepatitis B silently affects almost 300 million people worldwide? This powerful liver virus can go unnoticed for years, slowly causing serious damage and even increasing the risk of liver cancer. 

The good news? There are ways to protect yourself, manage infection, and prevent its spread. 

Learn the full picture of Hepatitis B. Sharing information like this is a powerful way to help others understand and prevent HBV 👍🏼

A thread",0
"On World Hepatitis Day, take action for Hepatitis B prevention!

Ensure all pregnant women get tested and all newborns receive timely vaccination and HBIG offered under the National Viral Hepatitis Control Programme.

For more information, call the toll-free helpline at 1800-11-6666 or visit https://t.co/2thIhwPf0w.
.
.
#WorldHepatitisDay",0
"HIV just has more PR. No one really talks about Hepatitis B Virus.

Hep B virus is 100 times more infectious than HIV.

Hep B can be in any fluid sweat, saliva, blood, semen, vagina fluid ,

Hep B has a vaccine that can prevent almost 100%, HIV has none

Get screened &amp; vaccinated https://t.co/JWK4x3iNwo",0
"You can reduce your chances of having cancer

1. Don't smoke, this includes shisha🚭
2. Eat Healthy 🥗
3. Breastfeeding👩‍👧‍👦
4. Vaccinate yourself against Hepatitis B and HPV🏥
5. Use Sun protection when outside
6. Exercise🏃‍♂️
7. Limit your alcohol🍺
8. Regular health checks

Help RT",0
"Give your baby the gift of health!

#Hepatitis B vaccine doses (HBV), the first in their first day, protect them for life.

https://t.co/No4R4F6tP7

#WorldHepatitisDay https://t.co/bddsLkuPED",0
"Vaccination protects against these diseases, which used to be prevalent in the USA. 

Polio
Tetanus 
Flu
Hepatitis A &amp; B
Rubella
Hib 
Measles
Pertussis 
Pneumococcal 
Rotavirus
Mumps  
Chickenpox 
Diphtheria
Covid

Say NO to RFK Jr. 

#DemsUnited 

 https://t.co/EpwM61PMpr",0
1/n I’m hearing that there’s a new round of disinformation being circulated about the hepatitis B vaccine. It’s one of our oldest and safest vaccines using recombinant protein technology through production in yeast. Dramatically declines in hepatitis B incidence and liver cancer https://t.co/KVlLsdKCq7,0
"A good knowledge about the leading cause of LIVER c@ncer  will help you stay away from unhealthy acts that destroy the LIVER.

Hepatitis B is one of them and it can be prevented.
#LivercancerAwareness
#DrKays https://t.co/50sLZRFJgF",0
"It is hard to understand the conspiracy beliefs....

You can add to this the HPV vaccine reduction in cervical cancer ~100% and similar numbers for Hepatitis B and liver cancer.... https://t.co/TzFTT2IT1P",1
"A lot of people ask why some countries give newborn babies Hepatitis B vaccines.

Easy!
In 2021, ~17,000 babies born to mums with Hep B in US.
Without prophylaxis, transmission rate to infant is ~20%.
90% of infants with Hep B develop chronic disease… 1/2",0
"As an adult, getting Hepatitis B vaccines is very important because it can prevent a lifelong liver disease 💯

Visit any Marie Stopes clinic near you to speak to a health professional or call the TollFree Line 08000022252 to begin your health journey https://t.co/vbNMe4Eq3z",0
"BREAKING NEWS: 
The 2020 #NobelPrize in Physiology or Medicine has been awarded jointly to Harvey J. Alter, Michael Houghton and Charles M. Rice “for the discovery of Hepatitis C virus.” https://t.co/MDHPmbiFmS",0
"It is #COVID19 that is leaving people with neurological problems. It is not the vaccine. 
SARS-CoV-2 spike mRNA vaccine does not contain the intact virus. Only active virus infecting the brain can replicate inside the neuron, as shown in the image below. It is crystal clear. https://t.co/aTDnxQTeUH",0
"The Technical Advisory Group on SARS-CoV-2 Virus Evolution met today to review what is known about the #COVID19 variant B.1.1.529.
They advised WHO that it should be designated a Variant of Concern.
WHO has named it Omicron, in line with naming protocols https://t.co/bSbVas9yds https://t.co/Gev1zIt1Ek",0
"Our new study shows that SARS-CoV-2 spike protein accumulates &amp; persists in the body for years after infection, especially in the skull-meninges-brain axis, potentially driving long COVID. mRNA vaccines help but cannot stop it🔬🧠🦠🧵👇@cellhostmicrobe https://t.co/IEGx7HIrXf https://t.co/3zbQZlNMIG",1
"Vaccine-preventable diseases include:
Cervical cancer
Cholera
Diphtheria
Ebola
Hep B
Influenza
Japanese encephalitis
Measles
Meningitis
Mumps
Pertussis
Pneumonia
Polio
Rabies
Rotavirus
Rubella
Tetanus
Typhoid
Varicella
Yellow Fever
Yes, #VaccinesWork! https://t.co/75haU0GJJU",0
"THIS is what the Deep State FEARS.

The WHO is a Criminal Entity. President Trump DECLINED their $30M Bribe. 

“Upon investigation…over 85% of WHO's budget turns out to be funded by Stakeholders like The Bill Gates Foundation. This means our health is being used as a weapon…” https://t.co/GCNm6gMAJN",1
"CDC is saddened by Louisiana’s report that a person previously hospitalized with severe avian influenza A(H5N1) illness (bird flu) has passed away. 

CDC has carefully studied the available information about the person who died in Louisiana and continues to assess that the risk to the general public remains low. Most importantly, no person-to-person transmission spread has been identified. As with the case in Louisiana, most H5 bird flu infections are related to animal-to-human exposures. 

Read full statement: https://t.co/qSQIC7FpvT",0
"CDC confirms first severe case of H5N1 Bird Flu in the U.S. While an investigation into the source of the infection is ongoing, it has been determined that the patient had exposure to sick and dead birds in backyard flocks.

No person-to-person spread of H5 bird flu has been detected. This case does not change CDC’s overall assessment of the immediate risk to the public’s health from H5N1 bird flu, which remains low.

Read full statement: https://t.co/a3XJb9zc31",0
"Human activities and stressed ecosystems have created new opportunities for diseases to emerge and spread.

These stressors incl.
🐅 Animal trade
🌴 Agriculture
🐄 Livestock farming
🏙️ Urbanization
🏭 Extractive industries
🌞 Climate change
🏠 Habitat fragmentation
🐾 Encroachment into wild areas

https://t.co/hqaOeej9lt

#OneHealth",0
"New CDC study: #RSV vaccines reduce the risk of RSV-associated hospitalization. RSV vaccines are recommended for all adults ages 75+ and for those ages 60-74 who are at increased risk for severe RSV.

Read the full study in @JAMA_current: https://t.co/wkPrr2oUVf https://t.co/3uspnPtDx6",0
"Cases of West Nile Virus are rising. Be aware of activity in your area to help protect yourself and others. Prevent mosquito bites by using EPA-registered insect repellent and wearing long-sleeved, loose clothing. Learn more: https://t.co/jnVaSWr5Zn https://t.co/xd1YURC228",0
The pilot deployment of an AI-based automated grading system for medical student post-encounter learner notes using established rubrics achieved 90% agreement with expert human assessors while accelerating turnaround time and reducing manual effort. https://t.co/J6kxMtZCc1 https://t.co/nQ1B9Z7rM1,0
"Chronic venous insufficiency is mainly due to venous hypertension, the cause of which can be structural or functional. Treatment is aimed at decreasing venous hypertension through conservative, nonprocedural management. Full Clinical Practice article: https://t.co/Y8bo3MEaND https://t.co/aeqJtoaXVo",0
"Among patients with ventricular tachycardia and ischemic cardiomyopathy, catheter ablation as an initial therapy led to a lower risk of adverse outcomes than antiarrhythmic drug therapy. Read the full VANISH2 trial results: https://t.co/yDFhCI9KNA 

#cardiology https://t.co/qI67hQzsL4",0
"In patients with heart failure with preserved ejection fraction and obesity, treatment with tirzepatide led to a lower risk of death from cardiovascular causes or worsening heart-failure events than placebo. Full SUMMIT trial results: https://t.co/8joe2mst3e 

#Cardiology https://t.co/b9KXEhLBfp",0
"Medications for obesity can help promote weight loss and improve outcomes for people with type 2 diabetes, hypertension, and elevated lipid levels. 

This JAMA Patient Page describes the different types of medications available for treatment of obesity. 

https://t.co/JeHg0TSP0O https://t.co/oFg6Kd6k1I",0
"Pollination in walnuts and pecans occurs through a genetically controlled temporal flowering dimorphism. Two distinct morphs alternate their phases of male and female flowering across the season, promoting outcrossing that has maintained a stable equilibrium throughout tens of millions of years of evolution.

Learn more in Science's first issue of 2025: https://t.co/2KO1VNTyja",0
"Breathing polluted air increases the risk of #osteoporosis, growing evidence shows.

Learn more in this @NewsfromScience feature: https://t.co/S8C9zK8gq4 https://t.co/Sm7YV82oLC",0
"New findings in mice have uncovered a crucial mechanism linking neuronal activity to mitochondrial function, researchers report in Science, revealing a potential pathway to combat age-related cognitive decline. 

📄: https://t.co/eufIxD8GpI
#SciencePerspective: https://t.co/hc3X9HbIRg",0
"Engineered cells that deliver therapies specifically to the brain can rein in tumours and dampen inflammation

https://t.co/DQWDyPOxMi",0
"The same mRNA technology that quickly brought the world a vaccine for COVID-19 is now showing promise as a bespoke therapy for cancer

https://t.co/BNolOajnON",0
"A recent study in @TheLancet ‘perceived misdiagnosis of psychiatric conditions in autism’ reveals just how often autistic people, especially women, are misdiagnosed with mental health conditions such as personality disorders before finding out they are autistic. This is linked to long diagnostic wait times and delayed diagnosis. The study calls for better training for mental health practitioners, particularly in understanding autistic adults with co-occurring conditions. 

This is so many of our story’s. Thank you AAP Networking for inviting me to speak last Thursday. I am not a natural public speaker (I’m much more comfortable writing words!), but I enjoyed it nonetheless!!! 

#Autism #Autistic #Neurodiversity",0
"Despite the USA's significant contributions to global health, there are concerns about whether the country will maintain its edge in medical research.

Richard Horton explores this in his first Offline of 2025.

Find this &amp; more in our new issue: https://t.co/5zCee4rda8 https://t.co/dCoLt3NLTx",0
"Globally, 1 billion children are at high risk of food insecurity.

Planet-friendly school meals could offer a unique platform to improve children's health, promote equitable economies, and transform food systems.

Find out more in @TheLancetPlanet: https://t.co/Fjza7ZyPB6 https://t.co/AaO5kIei7s",0
"Despite the diverse nature of obesity, there is compelling evidence that suggests brain circuits play an important role.

A Review in @TheLancetEndo provides an overview of hypothalamic obesity, with a focus on new avenues for diagnosis &amp; treatment: https://t.co/lur1HE025S https://t.co/fryBr9Eo0c",0
"Respiratory syncytial virus (RSV) is a major cause of illness and death in infants and older adults.

A Review in @TheLancetInfDis discusses the different RSV vaccines available and emphasizes the need to ensure these vaccines reach the most vulnerable: https://t.co/y3MinjZOLi https://t.co/5UnIkHDELm",0
"#Dengue is a systemic viral infection. It is also a growing global public health concern.

Recent developments mark the beginning of a new era in prevention and control.

📄 Find out more in this Seminar: https://t.co/Qeoe9BoFRl https://t.co/aQNgCbqnux",0
